Date,Number/Day,Percent with Soap wrt Number,Total Time (s),Percent with Soap wrt Time,Average time per handwash,,,,,,
2018-05-06,331,0.3942778,2979,0.2590388,9,,,,,,
2018-05-07,7173,0.7353848,71730,0.8496223,10,,,,,,
2018-05-08,5083,0.5146638,66079,0.2642118,13,,,,,,
2018-05-09,4552,0.2559207,59176,0.7897255,13,,,,,,
2018-05-10,4121,0.2643289,57694,0.1556526,14,,,,,,
2018-05-11,6427,0.3817696,57843,0.5813053,9,,,,,,
2018-05-12,486,0.348545,6318,0.6469483,13,,,,,,
2018-05-13,371,0.2736439,4452,0.5392074,12,,,,,,
2018-05-14,7729,0.3268417,69561,0.1905756,9,,,,,,
2018-05-15,5090,0.6913446,76350,0.4458305,15,,,,,,
2018-05-16,7943,0.3354571,63544,0.6666524,8,,,,,,
2018-05-17,5484,0.2663114,71292,0.581405,13,,,,,,
2018-05-18,6520,0.7403573,78240,0.4017235,12,,,,,,
2018-05-19,333,0.7484244,3996,0.4718718,12,,,,,,
2018-05-20,559,0.7460678,5590,0.5996562,10,,,,,,
2018-05-21,7958,0.7111006,103454,0.3355431,13,,,,,,
2018-05-22,7642,0.3326879,84062,0.0810518,11,,,,,,
2018-05-23,5907,0.4138447,88605,0.2502698,15,,,,,,
2018-05-24,6987,0.2529711,62883,0.5458884,9,,,,,,
2018-05-25,4969,0.7929514,59628,0.1111563,12,,,,,,
2018-05-26,538,0.4057912,6456,0.6246167,12,,,,,,
2018-05-27,302,0.6008609,3020,0.4636611,10,,,,,,
2018-05-28,7735,0.2173074,108290,0.7323864,14,,,,,,
2018-05-29,7872,0.5221418,70848,0.5248521,9,,,,,,
2018-05-30,5816,0.2365608,52344,0.1307538,9,,,,,,
2018-05-31,6467,0.6941858,45269,0.4236331,7,,,,,,
2018-06-01,4890,0.8654984,73350,0.7717696,15,,,,,,
2018-06-02,254,0.7567848,1778,0.3563173,7,,,,,,
2018-06-03,632,0.8839705,5688,0.598006,9,,,,,,
2018-06-04,7590,0.3370456,60720,0.3326688,8,,,,,,
2018-06-05,5022,0.5586753,70308,0.3484427,14,,,,,,
2018-06-06,3898,0.8213812,50674,0.2376202,13,,,,,,
2018-06-07,5960,0.7307322,59600,0.6725336,10,,,,,,
2018-06-08,7013,0.4848037,84156,0.7138185,12,,,,,,
2018-06-09,512,0.841548,5120,0.7115157,10,,,,,,
2018-06-10,490,0.5615139,4900,0.3994338,10,,,,,,
2018-06-11,4690,0.8459577,60970,0.3716767,13,,,,,,
2018-06-12,6241,0.5038915,93615,0.4711619,15,,,,,,
2018-06-13,6794,0.7097604,81528,0.6086832,12,,,,,,
2018-06-14,4485,0.5987077,31395,0.3854608,7,,,,,,
2018-06-15,4299,0.6804712,42990,0.6523961,10,,,,,,
2018-06-16,250,0.6439032,3500,0.7422414,14,,,,,,
2018-06-17,439,0.5124539,3073,0.6836217,7,,,,,,
2018-06-18,6901,0.5233507,89713,0.6030985,13,,,,,,
2018-06-19,4747,0.8708055,52217,0.6631208,11,,,,,,
2018-06-20,7618,0.4269601,53326,0.6326915,7,,,,,,
2018-06-21,7791,0.8817838,70119,0.6231,9,,,,,,
2018-06-22,4409,0.5975372,52908,0.254942,12,,,,,,
2018-06-23,447,0.689504,6705,0.4944972,15,,,,,,
2018-06-24,314,0.5080155,4396,0.8125297,14,,,,,,
2018-06-25,7515,0.2271298,82665,0.4086287,11,,,,,,
2018-06-26,7795,0.5492634,85745,0.2078566,11,,,,,,
2018-06-27,4318,0.4989632,51816,0.0807183,12,,,,,,
2018-06-28,4409,0.550699,39681,0.6557346,9,,,,,,
2018-06-29,6996,0.3586123,90948,0.0848545,13,,,,,,
2018-06-30,393,0.2931671,3537,0.2248541,9,,,,,,
2018-07-01,502,0.7564318,4016,0.711606,8,,,,,,
2018-07-02,6605,0.4601369,79260,0.5899869,12,,,,,,
2018-07-03,5233,0.3804874,73262,0.4623107,14,,,,,,
2018-07-04,5475,0.3014007,49275,0.2448352,9,,,,,,
2018-07-05,7987,0.5998193,79870,0.4936421,10,,,,,,
2018-07-06,6037,0.2776868,54333,0.1673016,9,,,,,,
2018-07-07,329,0.8383156,3948,0.8885624,12,,,,,,
2018-07-08,366,0.2228235,4392,0.1086694,12,,,,,,
2018-07-09,6080,0.2410852,79040,0.0903652,13,,,,,,
2018-07-10,5349,0.3328998,53490,0.7735914,10,,,,,,
2018-07-11,7890,0.2737219,71010,0.3340892,9,,,,,,
2018-07-12,3791,0.4183256,45492,0.1671249,12,,,,,,
2018-07-13,7854,0.4310593,94248,0.5225082,12,,,,,,
2018-07-14,286,0.5891112,2574,0.4528589,9,,,,,,
2018-07-15,765,0.6970437,9945,0.1003619,13,,,,,,
2018-07-16,3563,0.2269011,35630,0.5033221,10,,,,,,
2018-07-17,5861,0.4465244,76193,0.0687727,13,,,,,,
2018-07-18,3525,0.8888298,28200,0.2883113,8,,,,,,
2018-07-19,4120,0.5661533,41200,0.0924554,10,,,,,,
2018-07-20,5608,0.3975039,56080,0.404121,10,,,,,,
2018-07-21,568,0.3123471,7384,0.8735486,13,,,,,,
2018-07-22,335,0.8846224,4355,0.2021588,13,,,,,,
2018-07-23,4463,0.7566501,66945,0.2151945,15,,,,,,
2018-07-24,6686,0.8990038,73546,0.4583231,11,,,,,,
2018-07-25,4774,0.8271047,62062,0.1967605,13,,,,,,
2018-07-26,4203,0.4638706,37827,0.2950683,9,,,,,,
2018-07-27,7180,0.7478725,64620,0.141176,9,,,,,,
2018-07-28,480,0.7466388,3840,0.2200267,8,,,,,,
2018-07-29,310,0.4248085,3100,0.2470096,10,,,,,,
2018-07-30,7793,0.2175463,54551,0.8103442,7,,,,,,
2018-07-31,4474,0.6156635,53688,0.4486519,12,,,,,,
2018-08-01,6857,0.2890969,89141,0.1000553,13,,,,,,
2018-08-02,7594,0.4028723,53158,0.39742,7,,,,,,
2018-08-03,6145,0.4276076,92175,0.6626346,15,,,,,,
2018-08-04,547,0.203197,7111,0.4885836,13,,,,,,
2018-08-05,391,0.3670651,3519,0.4605091,9,,,,,,
2018-08-06,7453,0.7321422,96889,0.7561231,13,,,,,,
2018-08-07,5248,0.5012042,36736,0.4653083,7,,,,,,
2018-08-08,7218,0.8650247,72180,0.6667907,10,,,,,,
2018-08-09,3995,0.719701,59925,0.4425307,15,,,,,,
2018-08-10,4802,0.7968783,33614,0.4526365,7,,,,,,
2018-08-11,376,0.5251,3760,0.5084521,10,,,,,,
2018-08-12,536,0.4964838,4288,0.074216,8,,,,,,
2018-08-13,4590,0.4975678,50490,0.6914695,11,,,,,,
2018-08-14,5937,0.565407,77181,0.0661763,13,,,,,,
2018-08-15,4235,0.5574285,50820,0.1027968,12,,,,,,
2018-08-16,3600,0.3363817,25200,0.5577917,7,,,,,,
2018-08-17,4662,0.4657696,37296,0.6202901,8,,,,,,
2018-08-18,391,0.3541095,2737,0.6495151,7,,,,,,
2018-08-19,706,0.4357695,6354,0.2941985,9,,,,,,
2018-08-20,4154,0.5457949,33232,0.2241729,8,,,,,,
2018-08-21,4378,0.2797717,61292,0.342954,14,,,,,,
2018-08-22,4114,0.7627009,28798,0.6234506,7,,,,,,
2018-08-23,5162,0.3646579,41296,0.600599,8,,,,,,
2018-08-24,4933,0.2360774,54263,0.2686175,11,,,,,,
2018-08-25,446,0.3913593,4014,0.6067938,9,,,,,,
2018-08-26,742,0.454291,8162,0.5823591,11,,,,,,
2018-08-27,5073,0.4101982,40584,0.4252521,8,,,,,,
2018-08-28,6873,0.55243,75603,0.2828035,11,,,,,,
2018-08-29,7620,0.3096771,68580,0.3604635,9,,,,,,
2018-08-30,3589,0.3957125,28712,0.7657939,8,,,,,,
2018-08-31,4583,0.6122955,64162,0.3998755,14,,,,,,
2018-09-01,280,0.4110408,2240,0.3319916,8,,,,,,
2018-09-02,318,0.595939,3816,0.5072553,12,,,,,,
2018-09-03,5872,0.3132333,70464,0.883858,12,,,,,,
2018-09-04,6179,0.7216045,43253,0.3224572,7,,,,,,
2018-09-05,4405,0.4025489,30835,0.6750558,7,,,,,,
2018-09-06,3621,0.3145381,47073,0.4923418,13,,,,,,
2018-09-07,5834,0.731433,52506,0.3961213,9,,,,,,
2018-09-08,316,0.2600463,2844,0.5100168,9,,,,,,
2018-09-09,722,0.3390294,8664,0.3064143,12,,,,,,
2018-09-10,3898,0.8802755,54572,0.721342,14,,,,,,
2018-09-11,4530,0.2407902,31710,0.4808044,7,,,,,,
2018-09-12,7197,0.5416536,93561,0.189225,13,,,,,,
2018-09-13,4331,0.8323387,51972,0.6939907,12,,,,,,
2018-09-14,5167,0.5605614,46503,0.524942,9,,,,,,
2018-09-15,354,0.5000148,3186,0.4627478,9,,,,,,
2018-09-16,731,0.6388072,8772,0.2370597,12,,,,,,
2018-09-17,5452,0.442502,43616,0.6427851,8,,,,,,
2018-09-18,5655,0.8811456,67860,0.0871833,12,,,,,,
2018-09-19,5947,0.346847,65417,0.3729746,11,,,,,,
2018-09-20,7605,0.7601033,91260,0.7438481,12,,,,,,
2018-09-21,7311,0.3440143,102354,0.892715,14,,,,,,
2018-09-22,323,0.6682505,3553,0.2094575,11,,,,,,
2018-09-23,358,0.6559266,3222,0.1727137,9,,,,,,
2018-09-24,3765,0.2301305,41415,0.1980636,11,,,,,,
2018-09-25,5649,0.546989,79086,0.8187893,14,,,,,,
2018-09-26,5683,0.7649708,73879,0.2002682,13,,,,,,
2018-09-27,6564,0.6980105,85332,0.4590934,13,,,,,,
2018-09-28,4902,0.868878,58824,0.5918917,12,,,,,,
2018-09-29,358,0.5355948,2864,0.8808489,8,,,,,,
2018-09-30,607,0.2613352,9105,0.3302417,15,,,,,,
2018-10-01,7018,0.3745918,63162,0.2705028,9,,,,,,
2018-10-02,4584,0.3794192,32088,0.465714,7,,,,,,
2018-10-03,6683,0.2069535,53464,0.3966857,8,,,,,,
2018-10-04,6469,0.4540324,90566,0.2763602,14,,,,,,
2018-10-05,4018,0.7820026,52234,0.3160896,13,,,,,,
2018-10-06,439,0.4518728,3951,0.6490105,9,,,,,,
2018-10-07,715,0.5874861,10725,0.4817969,15,,,,,,
2018-10-08,5046,0.701397,40368,0.2270536,8,,,,,,
2018-10-09,6364,0.6274262,63640,0.4838415,10,,,,,,
2018-10-10,7906,0.7938709,86966,0.8454302,11,,,,,,
2018-10-11,5997,0.5878924,65967,0.754082,11,,,,,,
2018-10-12,4836,0.2133995,48360,0.5022504,10,,,,,,
2018-10-13,588,0.2502394,5292,0.6962528,9,,,,,,
2018-10-14,510,0.8177683,7650,0.1315483,15,,,,,,
2018-10-15,4281,0.8432049,38529,0.4132423,9,,,,,,
2018-10-16,5906,0.4937606,88590,0.688409,15,,,,,,
2018-10-17,4954,0.6965724,59448,0.5003588,12,,,,,,
2018-10-18,7838,0.5862429,101894,0.1298058,13,,,,,,
2018-10-19,3914,0.4453895,35226,0.2561433,9,,,,,,
2018-10-20,361,0.4902523,4332,0.4715837,12,,,,,,
2018-10-21,441,0.871228,3087,0.5400003,7,,,,,,
2018-10-22,4297,0.479918,47267,0.5767356,11,,,,,,
2018-10-23,3763,0.5320228,52682,0.4694571,14,,,,,,
2018-10-24,4203,0.3465868,46233,0.5532537,11,,,,,,
2018-10-25,6154,0.3194474,80002,0.3236459,13,,,,,,
2018-10-26,5660,0.7463715,84900,0.3805351,15,,,,,,
2018-10-27,445,0.5564245,6230,0.3262369,14,,,,,,
2018-10-28,650,0.2685478,9100,0.2236871,14,,,,,,
2018-10-29,5371,0.2316107,59081,0.666223,11,,,,,,
2018-10-30,7580,0.8385862,75800,0.1910437,10,,,,,,
2018-10-31,4112,0.5925459,37008,0.7820272,9,,,,,,
2018-11-01,4198,0.8596793,37782,0.824059,9,,,,,,
2018-11-02,7478,0.4839457,104692,0.6683222,14,,,,,,
2018-11-03,373,0.6512371,5595,0.0694239,15,,,,,,
2018-11-04,748,0.3211959,7480,0.7137787,10,,,,,,
2018-11-05,5935,0.6755519,71220,0.6967328,12,,,,,,
2018-11-06,5828,0.7252787,46624,0.4729646,8,,,,,,
2018-11-07,7961,0.8813813,55727,0.4882181,7,,,,,,
2018-11-08,7513,0.8980747,90156,0.5947523,12,,,,,,
2018-11-09,4651,0.8605743,41859,0.6024675,9,,,,,,
2018-11-10,549,0.3053023,4941,0.0653367,9,,,,,,
2018-11-11,348,0.5959274,4524,0.6613299,13,,,,,,
2018-11-12,4686,0.89143,46860,0.3819603,10,,,,,,
2018-11-13,7907,0.2338857,102791,0.7071116,13,,,,,,
2018-11-14,4792,0.5401087,43128,0.6938412,9,,,,,,
2018-11-15,7819,0.3348917,101647,0.7444983,13,,,,,,
2018-11-16,3806,0.3031971,34254,0.5778042,9,,,,,,
2018-11-17,575,0.2412986,6325,0.2201433,11,,,,,,
2018-11-18,446,0.6802711,3122,0.6924873,7,,,,,,
2018-11-19,4543,0.3609484,49973,0.344263,11,,,,,,
2018-11-20,6793,0.4585001,101895,0.1913198,15,,,,,,
2018-11-21,4892,0.6514204,44028,0.8933067,9,,,,,,
2018-11-22,6821,0.8948074,102315,0.336445,15,,,,,,
2018-11-23,7402,0.2000538,51814,0.8517713,7,,,,,,
2018-11-24,512,0.6004233,7168,0.588491,14,,,,,,
2018-11-25,336,0.6606421,5040,0.3318995,15,,,,,,
2018-11-26,4323,0.3396588,34584,0.5992685,8,,,,,,
2018-11-27,4440,0.766793,31080,0.5712016,7,,,,,,
2018-11-28,4604,0.6816126,64456,0.3020245,14,,,,,,
2018-11-29,7437,0.8787789,66933,0.1471043,9,,,,,,
2018-11-30,5858,0.5131443,52722,0.4485232,9,,,,,,
2018-12-01,488,0.465586,3904,0.8264044,8,,,,,,
2018-12-02,446,0.493016,3568,0.1738701,8,,,,,,
2018-12-03,6984,0.7065826,55872,0.3288832,8,,,,,,
2018-12-04,6036,0.2345545,48288,0.7729452,8,,,,,,
2018-12-05,5677,0.587211,51093,0.2310871,9,,,,,,
2018-12-06,6059,0.7438298,48472,0.7163555,8,,,,,,
2018-12-07,6561,0.2973883,91854,0.4213541,14,,,,,,
2018-12-08,554,0.2672414,4986,0.7649058,9,,,,,,
2018-12-09,624,0.6763715,7488,0.8008694,12,,,,,,
2018-12-10,6873,0.7501546,75603,0.8179046,11,,,,,,
2018-12-11,7621,0.447371,68589,0.3218942,9,,,,,,
2018-12-12,7198,0.7465124,86376,0.8454487,12,,,,,,
2018-12-13,7293,0.7630067,94809,0.3529602,13,,,,,,
2018-12-14,7703,0.3019848,115545,0.1772478,15,,,,,,
2018-12-15,295,0.8837531,2360,0.547259,8,,,,,,
2018-12-16,513,0.8958464,3591,0.8600343,7,,,,,,
2018-12-17,6019,0.8381008,84266,0.0655276,14,,,,,,
2018-12-18,3581,0.8823977,50134,0.8188375,14,,,,,,
2018-12-19,3806,0.8704786,30448,0.7343823,8,,,,,,
2018-12-20,3930,0.4419941,31440,0.2793759,8,,,,,,
2018-12-21,7135,0.4362348,64215,0.7184329,9,,,,,,
2018-12-22,402,0.8760543,2814,0.3259925,7,,,,,,
2018-12-23,792,0.8050109,5544,0.5403187,7,,,,,,
2018-12-24,4160,0.5051335,37440,0.6355063,9,,,,,,
2018-12-25,6960,0.6713458,76560,0.1559356,11,,,,,,
2018-12-26,7521,0.8756284,97773,0.6662736,13,,,,,,
2018-12-27,4929,0.8665348,34503,0.2664394,7,,,,,,
2018-12-28,7470,0.4660096,104580,0.6692113,14,,,,,,
2018-12-29,275,0.8479279,1925,0.2362074,7,,,,,,
2018-12-30,423,0.431242,5922,0.7157361,14,,,,,,
2018-12-31,4687,0.5375715,56244,0.157627,12,,,,,,
2019-01-01,5208,0.8363448,46872,0.4940872,9,,,,,,
2019-01-02,6497,0.7139932,97455,0.4439224,15,,,,,,
2019-01-03,7226,0.5508147,57808,0.7608031,8,,,,,,
2019-01-04,4476,0.2022216,44760,0.4219369,10,,,,,,
2019-01-05,432,0.6920428,6480,0.6576171,15,,,,,,
2019-01-06,358,0.77852,5370,0.1633358,15,,,,,,
2019-01-07,7125,0.3275921,49875,0.5538149,7,,,,,,
2019-01-08,7284,0.3919891,65556,0.8317529,9,,,,,,
2019-01-09,6599,0.2331095,85787,0.3102719,13,,,,,,
2019-01-10,3791,0.2673639,34119,0.8997624,9,,,,,,
2019-01-11,4497,0.8035665,53964,0.5330069,12,,,,,,
2019-01-12,484,0.4673664,6776,0.1639126,14,,,,,,
2019-01-13,794,0.324492,7146,0.3902463,9,,,,,,
2019-01-14,7212,0.3480381,86544,0.0822083,12,,,,,,
2019-01-15,7531,0.7585435,112965,0.3818282,15,,,,,,
2019-01-16,6046,0.362451,60460,0.1901567,10,,,,,,
2019-01-17,6534,0.5514272,78408,0.3182648,12,,,,,,
2019-01-18,6460,0.7821592,58140,0.4584362,9,,,,,,
2019-01-19,356,0.6712698,2848,0.5649602,8,,,,,,
2019-01-20,732,0.6522191,10980,0.3423944,15,,,,,,
2019-01-21,5419,0.7188463,48771,0.173296,9,,,,,,
2019-01-22,7222,0.8246502,108330,0.5308385,15,,,,,,
2019-01-23,5529,0.5695571,60819,0.6170106,11,,,,,,
2019-01-24,6061,0.4126568,66671,0.7823055,11,,,,,,
2019-01-25,4304,0.4333204,43040,0.2444783,10,,,,,,
2019-01-26,522,0.5554147,3654,0.4083415,7,,,,,,
2019-01-27,495,0.6958113,5445,0.5344253,11,,,,,,
2019-01-28,5001,0.2374216,45009,0.521919,9,,,,,,
2019-01-29,4603,0.294747,55236,0.0774066,12,,,,,,
2019-01-30,5161,0.6881837,61932,0.5886505,12,,,,,,
2019-01-31,5400,0.2939696,54000,0.8598045,10,,,,,,
2019-02-01,6085,0.2310826,48680,0.2679845,8,,,,,,
2019-02-02,320,0.5845898,3200,0.8066741,10,,,,,,
2019-02-03,459,0.4926241,6426,0.8706544,14,,,,,,
2019-02-04,6606,0.648299,92484,0.3317334,14,,,,,,
2019-02-05,3913,0.6873908,50869,0.3665786,13,,,,,,
2019-02-06,6610,0.2995704,46270,0.4358716,7,,,,,,
2019-02-07,5898,0.6914924,58980,0.3625122,10,,,,,,
2019-02-08,4042,0.3414422,60630,0.2479927,15,,,,,,
2019-02-09,418,0.7616317,5016,0.6358232,12,,,,,,
2019-02-10,672,0.6449356,5376,0.6117811,8,,,,,,
2019-02-11,6144,0.8737679,55296,0.0842609,9,,,,,,
2019-02-12,4793,0.8988742,33551,0.185409,7,,,,,,
2019-02-13,4902,0.5389584,63726,0.3576317,13,,,,,,
2019-02-14,6459,0.8290094,71049,0.5020865,11,,,,,,
2019-02-15,7032,0.6347595,70320,0.8870255,10,,,,,,
2019-02-16,325,0.595888,4225,0.8040271,13,,,,,,
2019-02-17,348,0.5176939,4524,0.4095775,13,,,,,,
2019-02-18,5325,0.8540827,74550,0.4664702,14,,,,,,
2019-02-19,6478,0.2227951,45346,0.3999168,7,,,,,,
2019-02-20,6202,0.3737247,74424,0.2436882,12,,,,,,
2019-02-21,3932,0.881651,47184,0.7021466,12,,,,,,
2019-02-22,6752,0.4026584,54016,0.7560095,8,,,,,,
2019-02-23,375,0.3675101,4125,0.7587595,11,,,,,,
2019-02-24,438,0.3681934,6570,0.1632521,15,,,,,,
2019-02-25,6492,0.4761179,64920,0.2912072,10,,,,,,
2019-02-26,5414,0.4871902,43312,0.1458798,8,,,,,,
2019-02-27,7401,0.4954825,88812,0.1158887,12,,,,,,
2019-02-28,3612,0.8005171,25284,0.499914,7,,,,,,
2019-03-01,4523,0.4190222,31661,0.5982779,7,,,,,,
2019-03-02,383,0.6081375,4979,0.2533309,13,,,,,,
2019-03-03,632,0.8408671,4424,0.8282666,7,,,,,,
2019-03-04,6485,0.797065,45395,0.6758345,7,,,,,,
2019-03-05,3850,0.4406942,53900,0.4276834,14,,,,,,
2019-03-06,4459,0.4452845,44590,0.4868386,10,,,,,,
2019-03-07,7886,0.642902,118290,0.6305243,15,,,,,,
2019-03-08,4154,0.436921,62310,0.7886241,15,,,,,,
2019-03-09,563,0.7677941,5630,0.0705842,10,,,,,,
2019-03-10,500,0.8404238,5500,0.4721524,11,,,,,,
2019-03-11,7426,0.6248183,96538,0.4807113,13,,,,,,
2019-03-12,5532,0.4720844,38724,0.6517777,7,,,,,,
2019-03-13,6920,0.729881,103800,0.6947653,15,,,,,,
2019-03-14,4247,0.528181,50964,0.1840675,12,,,,,,
2019-03-15,5865,0.3356219,76245,0.19982,13,,,,,,
2019-03-16,401,0.8607445,3609,0.1698693,9,,,,,,
2019-03-17,612,0.2586337,7344,0.6290693,12,,,,,,
2019-03-18,6727,0.2113752,47089,0.3200482,7,,,,,,
2019-03-19,3662,0.838077,29296,0.7720561,8,,,,,,
2019-03-20,7768,0.4768071,62144,0.6164263,8,,,,,,
2019-03-21,4854,0.3077668,38832,0.2901261,8,,,,,,
2019-03-22,5001,0.527716,65013,0.3406023,13,,,,,,
2019-03-23,451,0.4657905,4961,0.7401413,11,,,,,,
2019-03-24,663,0.4822947,8619,0.8798332,13,,,,,,
2019-03-25,6661,0.7090216,59949,0.4362386,9,,,,,,
2019-03-26,3710,0.5284763,51940,0.6394095,14,,,,,,
2019-03-27,5804,0.4180644,40628,0.7866943,7,,,,,,
2019-03-28,6614,0.5432023,46298,0.8703304,7,,,,,,
2019-03-29,5101,0.2054158,40808,0.3850576,8,,,,,,
2019-03-30,451,0.6155609,6314,0.8164461,14,,,,,,
2019-03-31,786,0.2279997,7860,0.2477115,10,,,,,,
2019-04-01,6030,0.7903282,84420,0.2471571,14,,,,,,
2019-04-02,5888,0.4817229,82432,0.3405596,14,,,,,,
2019-04-03,3707,0.4128012,25949,0.3887399,7,,,,,,
2019-04-04,5971,0.6240416,89565,0.0943559,15,,,,,,
2019-04-05,5197,0.8697713,72758,0.3349363,14,,,,,,
2019-04-06,516,0.8822977,4644,0.7134709,9,,,,,,
2019-04-07,733,0.8278335,6597,0.101038,9,,,,,,
2019-04-08,5515,0.8759369,38605,0.8658742,7,,,,,,
2019-04-09,7262,0.2606858,101668,0.2083583,14,,,,,,
2019-04-10,4588,0.5405374,45880,0.6058249,10,,,,,,
2019-04-11,5000,0.4818519,40000,0.5402304,8,,,,,,
2019-04-12,6058,0.4525187,84812,0.1177466,14,,,,,,
2019-04-13,277,0.46612,3324,0.5642328,12,,,,,,
2019-04-14,778,0.3525606,9336,0.4663513,12,,,,,,
2019-04-15,3892,0.7240762,58380,0.5938717,15,,,,,,
2019-04-16,6306,0.6280874,81978,0.169031,13,,,,,,
2019-04-17,7815,0.5234204,101595,0.5493495,13,,,,,,
2019-04-18,5355,0.4723082,64260,0.2110006,12,,,,,,
2019-04-19,6445,0.2722409,77340,0.3779552,12,,,,,,
2019-04-20,327,0.8470953,2616,0.0614526,8,,,,,,
2019-04-21,349,0.4796922,3839,0.2085765,11,,,,,,
2019-04-22,3725,0.6688632,55875,0.6345147,15,,,,,,
2019-04-23,7980,0.5074175,55860,0.4737867,7,,,,,,
2019-04-24,7799,0.2944284,116985,0.2461528,15,,,,,,
2019-04-25,5087,0.3217821,50870,0.7908707,10,,,,,,
2019-04-26,7973,0.767809,119595,0.2533378,15,,,,,,
2019-04-27,529,0.7435969,6348,0.8764296,12,,,,,,
2019-04-28,462,0.8047224,3234,0.4737517,7,,,,,,
2019-04-29,6017,0.3199572,84238,0.403773,14,,,,,,
2019-04-30,4105,0.7625241,41050,0.5280358,10,,,,,,
2019-05-01,6751,0.5339941,94514,0.694274,14,,,,,,
2019-05-02,7607,0.5924781,114105,0.257725,15,,,,,,
2019-05-03,5887,0.4412406,88305,0.8053226,15,,,,,,
2019-05-04,409,0.6891977,3681,0.7086014,9,,,,,,
2019-05-05,418,0.6007542,4180,0.5749846,10,,,,,,
2019-05-06,6228,0.3881385,74736,0.4587656,12,,,,,,
2019-05-07,4876,0.6721033,73140,0.1004777,15,,,,,,
2019-05-08,6283,0.6687744,94245,0.43901,15,,,,,,
2019-05-09,6346,0.5749361,95190,0.5016102,15,,,,,,
2019-05-10,4585,0.4635511,59605,0.5078387,13,,,,,,
2019-05-11,501,0.3398411,6012,0.6580305,12,,,,,,
2019-05-12,487,0.8102445,3409,0.779714,7,,,,,,
2019-05-13,6337,0.6780232,88718,0.6255971,14,,,,,,
2019-05-14,3919,0.4510954,39190,0.2313921,10,,,,,,
2019-05-15,7125,0.7485761,57000,0.5855015,8,,,,,,
2019-05-16,3762,0.5543947,41382,0.1974024,11,,,,,,
2019-05-17,3945,0.4866573,27615,0.8015769,7,,,,,,
2019-05-18,497,0.3878618,6461,0.7707412,13,,,,,,
2019-05-19,721,0.6268362,7931,0.8889952,11,,,,,,
2019-05-20,4676,0.7974634,32732,0.530278,7,,,,,,
2019-05-21,5676,0.3108831,56760,0.7817296,10,,,,,,
2019-05-22,7613,0.668177,83743,0.7124497,11,,,,,,
2019-05-23,4162,0.5814408,41620,0.779475,10,,,,,,
2019-05-24,5762,0.7543616,46096,0.8103098,8,,,,,,
2019-05-25,290,0.8720283,2030,0.3844959,7,,,,,,
2019-05-26,600,0.5655869,9000,0.4698677,15,,,,,,
2019-05-27,6518,0.7189648,52144,0.7250111,8,,,,,,
2019-05-28,4296,0.5139576,60144,0.7545674,14,,,,,,
2019-05-29,4778,0.8357477,57336,0.7940355,12,,,,,,
2019-05-30,7558,0.2266268,83138,0.727463,11,,,,,,
2019-05-31,5607,0.4521928,78498,0.5668423,14,,,,,,
2019-06-01,525,0.551905,6825,0.0740333,13,,,,,,
2019-06-02,449,0.3531728,4041,0.1610874,9,,,,,,
2019-06-03,4003,0.4439738,56042,0.0755564,14,,,,,,
2019-06-04,4357,0.8882979,43570,0.0911001,10,,,,,,
2019-06-05,6785,0.4884539,81420,0.4845982,12,,,,,,
2019-06-06,6844,0.6529483,88972,0.8559145,13,,,,,,
2019-06-07,3634,0.4131056,36340,0.4665022,10,,,,,,
2019-06-08,269,0.4092457,2152,0.3001507,8,,,,,,
2019-06-09,311,0.3855588,2488,0.634723,8,,,,,,
2019-06-10,6879,0.544209,75669,0.2798084,11,,,,,,
2019-06-11,4706,0.5299915,51766,0.6629593,11,,,,,,
2019-06-12,3523,0.8799422,38753,0.5617707,11,,,,,,
2019-06-13,5963,0.5886671,47704,0.3977705,8,,,,,,
2019-06-14,3592,0.8441193,43104,0.7628278,12,,,,,,
2019-06-15,585,0.2167326,6435,0.431381,11,,,,,,
2019-06-16,400,0.8925344,3200,0.1104225,8,,,,,,
2019-06-17,6271,0.2687421,50168,0.8559992,8,,,,,,
2019-06-18,7156,0.6807688,64404,0.6336847,9,,,,,,
2019-06-19,4992,0.7459325,44928,0.2755637,9,,,,,,
2019-06-20,7150,0.5051,64350,0.8280023,9,,,,,,
2019-06-21,4048,0.6643654,36432,0.2227509,9,,,,,,
2019-06-22,411,0.6683723,4521,0.4253818,11,,,,,,
2019-06-23,582,0.4889192,4074,0.2158645,7,,,,,,
2019-06-24,7799,0.6882255,85789,0.3580822,11,,,,,,
2019-06-25,4385,0.5385223,65775,0.4207421,15,,,,,,
2019-06-26,6864,0.7898879,54912,0.4237296,8,,,,,,
2019-06-27,7937,0.262043,119055,0.2451458,15,,,,,,
2019-06-28,6765,0.2610753,60885,0.520634,9,,,,,,
2019-06-29,467,0.3451523,5604,0.6474794,12,,,,,,
2019-06-30,716,0.5183785,5012,0.6072924,7,,,,,,
2019-07-01,3685,0.2696629,51590,0.5535572,14,,,,,,
2019-07-02,5675,0.7186865,68100,0.7577092,12,,,,,,
2019-07-03,3505,0.6762751,28040,0.8595315,8,,,,,,
2019-07-04,5854,0.7950933,70248,0.6425652,12,,,,,,
2019-07-05,5707,0.7746976,39949,0.1512509,7,,,,,,
2019-07-06,483,0.407182,4830,0.8101684,10,,,,,,
2019-07-07,557,0.6089087,8355,0.5512943,15,,,,,,
2019-07-08,6336,0.4824944,88704,0.526475,14,,,,,,
